Order ID,Order Date,Ship Date,Delivery Date,Product type,SKU,Category,Price,Discount (%),Price_After_Discount,Number of products sold,Units Returned,Return Reason,Revenue generated,Profit,Customer Satisfaction Score,Customer demographics,Sales Channel,Payment Method,Region,Stock levels,Reorder Point,Stockout Risk,Lead time,Shipping times,Shipping costs,On-Time Delivery,Supplier name,Supplier Reliability Score,Manufacturing costs,Quality Score,Defect rates,Production volumes,Carrier Name,Transportation Mode
ORD2098,15/09/2022,16/09/2022,17/09/2022,Laptops,SKU1098,Mid-Range,842.16,2.4,821.95,152,11,Changed Mind,124936.4,55300.34,3.6,Unknown,Online,Invoice,North,53,142,Yes,14,1,7.9,Yes,Supplier 3,0.566,458.08,26.54,7.3463,903,UPS,Road
ORD2099,02/05/2022,03/05/2022,09/05/2022,Headphones,SKU1099,Premium,485.7,4.61,463.31,465,33,Wrong Item,215439.15,98701.55,3.1,Male,Wholesale,Bank Transfer,South,285,450,Yes,13,6,190,Yes,Supplier 2,0.658,250.64,50.38,4.9619,788,Aramex,Sea
ORD2100,19/01/2022,24/01/2022,06/02/2022,Laptops,SKU1100,Premium,1670.76,2.2,1634,378,13,Defective,617652,281159.1,4.4,Non-binary,B2B,Credit Card,North,188,126,No,4,13,352.62,No,Supplier 2,0.753,889.26,54.86,4.5135,946,FedEx,Air
ORD2101,24/02/2024,25/02/2024,28/02/2024,Laptops,SKU1101,Premium,1829.4,6.5,1710.49,209,17,Defective,357492.41,181850.03,3.2,Unknown,B2B,Credit Card,Central,96,77,No,6,3,5.05,Yes,Supplier 2,0.572,840.37,34.91,6.5094,1190,USPS,Road
ORD2102,13/01/2023,18/01/2023,19/01/2023,Smartphones,SKU1102,Mid-Range,495.92,0.75,492.2,159,9,Defective,78259.8,47712.45,3.9,Male,Retail Store,Credit Card,East,289,127,No,14,1,5.04,Yes,Supplier 5,0.536,192.09,12.99,8.7012,849,Blue Dart,Road
ORD2103,15/04/2022,16/04/2022,22/04/2022,Headphones,SKU1103,Mid-Range,124.28,11.05,110.55,418,48,Wrong Item,46209.9,26705.35,2.3,Non-binary,Online,Invoice,South,25,84,Yes,4,6,569.15,No,Supplier 4,0.727,45.3,88.78,1.1225,466,FedEx,Air
ORD2104,20/04/2022,21/04/2022,24/04/2022,Smartwatches,SKU1104,Mid-Range,333.83,10.5,298.78,489,26,Not as Described,146103.42,91278.96,3.9,Unknown,Online,Cash,East,130,196,Yes,8,3,17.34,Yes,Supplier 1,0.558,112.08,16.56,8.3442,650,Blue Dart,Road
ORD2105,08/09/2024,13/09/2024,20/09/2024,Smartwatches,SKU1105,Premium,587.13,3.14,568.69,489,9,Not as Described,278089.41,167764.99,4.6,Female,Wholesale,Invoice,North,56,277,Yes,11,7,636.83,Yes,Supplier 1,0.903,224.31,84.95,1.5053,557,FedEx,Air
ORD2106,28/05/2022,02/06/2022,03/06/2022,Smartphones,SKU1106,Mid-Range,210.72,11.62,186.23,213,21,Defective,39666.99,16617.48,2.5,Unknown,B2B,Digital Wallet,Central,101,248,Yes,18,1,5.04,Yes,Supplier 5,0.525,108.19,29.45,7.0547,431,UPS,Road
ORD2107,15/07/2024,17/07/2024,28/07/2024,Smartphones,SKU1107,Budget,159.84,8.79,145.79,294,18,Not as Described,42862.26,20138.85,3.3,Female,Retail Store,Cash,North,174,353,Yes,20,11,402.93,Yes,Supplier 4,0.875,75.92,99.09,0.0908,724,DHL,Air
ORD2108,09/08/2024,10/08/2024,23/08/2024,Smartphones,SKU1108,Mid-Range,519.63,13.97,447.04,374,11,Defective,167192.96,70671.71,4.2,Non-binary,Retail Store,Cash,West,31,187,Yes,7,13,646.35,No,Supplier 4,0.68,256.35,35.07,6.4926,426,OnTrac,Air
ORD2109,11/04/2023,15/04/2023,22/04/2023,Tablets,SKU1109,Premium,890.5,14.26,763.51,273,26,Damaged in Shipping,208438.23,74734.58,2.9,Unknown,Online,Credit Card,North,41,328,Yes,20,7,493.3,Yes,Supplier 4,0.591,487.95,45.47,5.4534,330,FedEx,Air
ORD2110,14/03/2022,16/03/2022,19/03/2022,Tablets,SKU1110,Mid-Range,506.38,10.79,451.74,102,4,Wrong Item,46077.48,20335.09,3.9,Female,B2B,Cash,West,75,82,Yes,18,3,19.01,Yes,Supplier 3,0.827,252.19,75.5,2.4505,299,UPS,Road
ORD2111,27/09/2023,01/10/2023,04/10/2023,Tablets,SKU1111,Mid-Range,283.57,1.45,279.46,468,54,Wrong Item,130787.28,83312.87,2.3,Male,Online,Credit Card,North,46,156,Yes,9,3,19.21,Yes,Supplier 5,0.583,101.4,53.51,4.6494,1195,FedEx,Road
ORD2112,11/01/2022,12/01/2022,25/01/2022,Smartphones,SKU1112,Budget,99.31,13.52,85.88,294,44,Defective,25248.72,14316.28,1.4,Male,Online,Credit Card,East,226,255,Yes,16,13,80.9,Yes,Supplier 4,0.685,36.91,95.97,0.4031,546,FedEx,Sea
ORD2113,08/05/2023,10/05/2023,23/05/2023,Tablets,SKU1113,Premium,630.02,1.53,620.38,25,1,Defective,15509.5,10098.55,3.9,Male,Online,Cash,Central,198,7,No,8,13,9.95,No,Supplier 2,0.807,216.04,72.95,2.705,235,DHL,Road
ORD2114,17/03/2024,22/03/2024,03/04/2024,Smartwatches,SKU1114,Mid-Range,222.37,11.49,196.82,302,25,Wrong Item,59439.64,36618.16,2.8,Unknown,Online,Invoice,West,135,272,Yes,18,12,250,Yes,Supplier 3,0.556,74.74,30.64,6.9361,1158,OnTrac,Air
ORD2115,12/02/2024,13/02/2024,24/02/2024,Tablets,SKU1115,Budget,238.55,7.93,219.63,398,28,Not as Described,87412.74,54767.11,3.6,Male,Online,Invoice,Central,155,491,Yes,19,11,335.99,Yes,Supplier 4,0.555,81.18,23.84,7.6164,581,USPS,Air
ORD2116,10/09/2024,13/09/2024,14/09/2024,Headphones,SKU1116,Mid-Range,132.42,3.2,128.18,19,2,Not as Described,2435.42,1667.93,2.5,Non-binary,Wholesale,Cash,North,42,6,No,7,1,10.15,Yes,Supplier 3,0.428,39.86,16.23,8.3767,290,FedEx,Road
ORD2117,10/03/2023,11/03/2023,17/03/2023,Tablets,SKU1117,Budget,130.09,14.73,110.93,65,2,Defective,7210.45,3431.61,4.4,Female,Direct Sales,Credit Card,South,43,37,No,5,6,80.99,No,Supplier 2,0.737,56.89,47.05,5.2953,909,FedEx,Sea
ORD2118,31/03/2023,05/04/2023,14/04/2023,Tablets,SKU1118,Premium,675.73,12.68,590.05,33,3,Wrong Item,19471.65,10193.79,3.2,Male,B2B,Bank Transfer,West,198,23,No,8,9,39.84,No,Supplier 1,0.493,279.94,15.3,8.4705,604,UPS,Road
ORD2119,12/09/2024,17/09/2024,19/09/2024,Tablets,SKU1119,Budget,167.53,12.67,146.3,301,25,Not as Described,44036.3,25564.21,3.2,Unknown,B2B,Bank Transfer,Central,124,271,Yes,23,2,80.99,Yes,Supplier 5,0.502,61.1,16.6,8.3403,1167,UPS,Sea
ORD2120,10/05/2024,13/05/2024,26/05/2024,Laptops,SKU1120,Mid-Range,1104.14,14.37,945.48,465,38,Not as Described,439648.2,253423.83,2.9,Non-binary,Online,Invoice,South,284,232,No,14,13,410.37,Yes,Supplier 5,0.694,399.6,64.14,3.5864,787,FedEx,Air
ORD2121,20/01/2024,25/01/2024,31/01/2024,Laptops,SKU1121,Budget,458.91,10.68,409.9,102,9,Damaged in Shipping,41809.8,16182.84,3,Female,Wholesale,Digital Wallet,West,209,54,No,8,6,428.88,Yes,Supplier 3,0.754,247.04,84.32,1.5684,946,OnTrac,Air
ORD2122,31/01/2022,03/02/2022,04/02/2022,Laptops,SKU1122,Premium,1975.04,6.19,1852.79,215,23,Not as Described,398349.85,243052.99,2.4,Unknown,Online,Cash,West,143,122,No,3,1,60.41,Yes,Supplier 3,0.484,722.03,25.5,7.4501,376,OnTrac,Road
ORD2123,12/04/2023,15/04/2023,20/04/2023,Laptops,SKU1123,Premium,1754.71,8.47,1606.09,105,13,Wrong Item,168639.45,92977.44,2.3,Female,Direct Sales,Cash,South,293,105,No,24,5,33.66,Yes,Supplier 3,0.519,720.27,40.74,5.9262,418,FedEx,Road
ORD2124,07/09/2022,11/09/2022,19/09/2022,Smartphones,SKU1124,Mid-Range,428.22,6.73,399.4,306,25,Changed Mind,122216.4,58173.08,3.1,Female,Wholesale,Credit Card,South,93,296,Yes,15,8,31.18,Yes,Supplier 2,0.786,209.19,87.85,1.2151,545,Aramex,Road
ORD2125,02/05/2022,07/05/2022,11/05/2022,Tablets,SKU1125,Premium,695.36,1.84,682.57,496,9,Damaged in Shipping,338554.72,176112.91,4.3,Non-binary,Online,Digital Wallet,Central,182,694,Yes,23,4,81.17,Yes,Supplier 4,0.908,327.34,86.45,1.3553,712,DHL,Sea
ORD2126,29/08/2024,02/09/2024,10/09/2024,Laptops,SKU1126,Budget,563.25,8.24,516.84,283,29,Defective,146265.72,77189.07,2.6,Unknown,Wholesale,Bank Transfer,East,115,179,Yes,19,8,395.38,Yes,Supplier 2,0.669,242.69,67.88,3.2118,418,UPS,Air
ORD2127,15/03/2023,19/03/2023,27/03/2023,Laptops,SKU1127,Budget,487.51,12.73,425.45,276,7,Not as Described,117424.2,58666.27,4.4,Unknown,B2B,Bank Transfer,South,181,294,Yes,24,8,273.53,Yes,Supplier 1,0.563,211.9,2.9,9.7105,1032,Aramex,Air
ORD2128,15/05/2024,18/05/2024,27/05/2024,Headphones,SKU1128,Mid-Range,111.32,9.45,100.8,176,1,Defective,17740.8,10398.05,5,Female,Direct Sales,Cash,East,262,135,No,19,9,642.43,Yes,Supplier 4,0.777,38.07,46.2,5.3805,460,FedEx,Air
ORD2129,26/04/2024,29/04/2024,03/05/2024,Smartphones,SKU1129,Mid-Range,325,9.58,293.86,413,21,Wrong Item,121364.18,66069.16,4.1,Male,Wholesale,Invoice,East,186,207,Yes,13,4,6.71,Yes,Supplier 5,0.609,133.87,27.28,7.2722,629,UPS,Road
ORD2130,05/04/2022,06/04/2022,14/04/2022,Tablets,SKU1130,Mid-Range,536.21,12.59,468.7,263,27,Defective,123268.1,68248.97,2.5,Male,Direct Sales,Cash,East,155,210,Yes,21,8,109.99,Yes,Supplier 2,0.518,208.78,31.56,6.8442,972,FedEx,Sea
ORD2131,02/07/2022,05/07/2022,07/07/2022,Smartphones,SKU1131,Budget,81.43,1.54,80.18,394,40,Wrong Item,31590.92,18494.05,2.8,Male,Direct Sales,Digital Wallet,Central,89,302,Yes,17,2,94.87,Yes,Supplier 5,0.732,33,83.16,1.6841,508,UPS,Sea
ORD2132,03/02/2022,07/02/2022,20/02/2022,Smartphones,SKU1132,Premium,830.05,2.89,806.06,92,3,Changed Mind,74157.52,42939.44,4,Male,Wholesale,Invoice,South,111,123,Yes,21,13,173.6,Yes,Supplier 4,0.921,337.44,98.29,0.1709,466,DHL,Sea
ORD2133,09/09/2023,11/09/2023,20/09/2023,Headphones,SKU1133,Mid-Range,107.45,3.67,103.51,184,16,Not as Described,19045.84,9072.16,3.1,Non-binary,Retail Store,Digital Wallet,North,36,215,Yes,24,9,179.36,Yes,Supplier 1,0.773,53.23,85.87,1.4128,231,UPS,Sea
ORD2134,17/10/2022,22/10/2022,29/10/2022,Laptops,SKU1134,Premium,2015.02,11.01,1793.17,209,3,Changed Mind,374772.53,198951.26,4.4,Female,Direct Sales,Digital Wallet,South,208,181,No,13,7,261.27,Yes,Supplier 2,0.895,840,80.19,1.9805,1137,Aramex,Air
ORD2135,28/01/2023,30/01/2023,09/02/2023,Laptops,SKU1135,Mid-Range,644.17,14.68,549.61,113,11,Not as Described,62105.93,33514.6,2.8,Non-binary,Wholesale,Credit Card,West,198,75,No,4,10,153.75,No,Supplier 2,0.778,251.66,95.31,0.469,1037,FedEx,Sea
ORD2136,07/01/2022,11/01/2022,12/01/2022,Smartwatches,SKU1136,Budget,90.59,1.65,89.1,445,61,Defective,39649.5,22347.94,1.8,Female,Retail Store,Cash,Central,46,178,Yes,11,1,40.01,Yes,Supplier 3,0.454,38.79,31.96,6.8043,516,USPS,Road
ORD2137,01/04/2022,06/04/2022,09/04/2022,Headphones,SKU1137,Budget,65.36,6.19,61.31,76,8,Damaged in Shipping,4659.56,2347.45,2.5,Non-binary,Retail Store,Digital Wallet,Central,29,109,Yes,24,3,12.35,Yes,Supplier 4,0.732,30.26,85.44,1.456,1015,UPS,Road
ORD2138,31/03/2024,05/04/2024,10/04/2024,Tablets,SKU1138,Premium,1043.13,12.33,914.51,33,4,Wrong Item,30178.83,14460.94,2,Female,Retail Store,Credit Card,Central,74,9,No,5,5,289.73,Yes,Supplier 1,0.59,467.52,56.78,4.3219,312,DHL,Air
ORD2139,20/05/2022,24/05/2022,30/05/2022,Laptops,SKU1139,Mid-Range,1081.61,9.66,977.13,387,32,Changed Mind,378149.31,196887.48,2.9,Female,B2B,Bank Transfer,Central,96,168,Yes,12,6,80.04,Yes,Supplier 3,0.539,468.17,26.48,7.352,766,DHL,Sea
ORD2140,17/01/2024,18/01/2024,28/01/2024,Laptops,SKU1140,Budget,567.82,8.92,517.17,87,10,Changed Mind,44993.79,17480.48,2.3,Female,Direct Sales,Invoice,Central,186,46,No,3,10,466.75,No,Supplier 5,0.677,310.88,79.45,2.0553,1128,USPS,Air
ORD2141,16/08/2023,17/08/2023,28/08/2023,Laptops,SKU1141,Premium,1731.97,13.73,1494.17,150,4,Changed Mind,224125.5,99263.5,4.7,Unknown,Online,Cash,South,193,60,No,3,11,80,No,Supplier 2,0.561,831.88,2.1,9.7897,361,Aramex,Sea
ORD2142,14/06/2023,15/06/2023,20/06/2023,Headphones,SKU1142,Budget,68.17,0.17,68.05,194,8,Changed Mind,13201.7,6503.68,3.8,Male,B2B,Bank Transfer,East,55,97,Yes,14,5,133.06,Yes,Supplier 4,0.883,33.84,92.2,0.78,364,FedEx,Sea
ORD2143,08/04/2024,09/04/2024,21/04/2024,Smartphones,SKU1143,Premium,820.13,10.93,730.49,315,1,Changed Mind,230104.35,93014,5,Female,Online,Credit Card,West,30,126,Yes,6,12,490.6,No,Supplier 2,0.779,433.65,46.96,5.3035,368,OnTrac,Air
ORD2144,29/09/2022,01/10/2022,13/10/2022,Smartwatches,SKU1144,Budget,89.49,14.15,76.83,444,27,Defective,34112.52,13842.23,3.3,Non-binary,Online,Invoice,Central,288,488,Yes,23,12,174.85,Yes,Supplier 1,0.506,45.26,7.42,9.2575,769,DHL,Sea
ORD2145,07/07/2022,11/07/2022,17/07/2022,Tablets,SKU1145,Mid-Range,257.36,12.07,226.3,357,50,Changed Mind,80789.1,34000.44,1.9,Male,B2B,Bank Transfer,South,188,405,Yes,16,6,32.37,Yes,Supplier 2,0.652,130.97,82.82,1.7185,573,FedEx,Road
ORD2146,30/11/2023,03/12/2023,10/12/2023,Tablets,SKU1146,Premium,695.72,12.45,609.1,417,0,,253994.7,153074.59,5,Unknown,Retail Store,Invoice,North,234,278,Yes,15,7,548.21,Yes,Supplier 4,0.88,240.7,70.46,2.9537,759,DHL,Air
ORD2147,30/06/2024,04/07/2024,16/07/2024,Laptops,SKU1147,Mid-Range,962.85,11.29,854.14,399,35,Changed Mind,340801.86,135734.34,2.8,Non-binary,Retail Store,Bank Transfer,Central,287,426,Yes,16,12,260.82,Yes,Supplier 5,0.775,513.3,87.6,1.2404,721,USPS,Air
ORD2148,21/04/2023,22/04/2023,02/05/2023,Smartphones,SKU1148,Mid-Range,208.03,2.97,201.85,139,5,Damaged in Shipping,28057.15,18436.63,3.8,Female,Wholesale,Cash,South,108,102,No,15,10,80.95,Yes,Supplier 1,0.746,68.63,55.22,4.4776,1054,FedEx,Sea
ORD2149,05/08/2022,06/08/2022,19/08/2022,Smartwatches,SKU1149,Mid-Range,227.8,7.48,210.76,384,37,Changed Mind,80931.84,53397.02,2.6,Non-binary,Retail Store,Digital Wallet,Central,223,205,No,11,13,21.22,No,Supplier 5,0.59,71.65,45.89,5.4114,638,USPS,Road
ORD2150,16/11/2023,18/11/2023,25/11/2023,Tablets,SKU1150,Mid-Range,565.73,4.18,542.08,118,11,Changed Mind,63965.44,29440.25,2.6,Unknown,Direct Sales,Bank Transfer,Central,247,122,No,20,7,123.47,Yes,Supplier 1,0.706,291.54,71.17,2.8828,415,DHL,Sea
ORD2151,30/09/2023,04/10/2023,05/10/2023,Tablets,SKU1151,Premium,783.64,2.34,765.3,80,10,Changed Mind,61224,32516.11,2.2,Non-binary,Direct Sales,Bank Transfer,Central,22,80,Yes,21,1,48.69,Yes,Supplier 5,0.509,358.24,38.57,6.1427,549,DHL,Road
ORD2152,11/09/2024,14/09/2024,15/09/2024,Headphones,SKU1152,Budget,50.03,13.5,43.28,19,3,Wrong Item,822.32,351.49,1.6,Male,B2B,Cash,South,44,18,No,13,1,28.32,Yes,Supplier 5,0.626,23.29,78.37,2.1626,451,Aramex,Road
ORD2153,08/08/2023,11/08/2023,17/08/2023,Tablets,SKU1153,Mid-Range,482.62,10.96,429.72,159,12,Changed Mind,68325.48,41153.75,3.4,Unknown,Direct Sales,Cash,East,80,154,Yes,17,6,324.58,Yes,Supplier 3,0.526,168.85,20.37,7.9627,1096,FedEx,Air
ORD2154,26/10/2023,27/10/2023,31/10/2023,Tablets,SKU1154,Budget,142.77,3.34,138,470,6,Wrong Item,64860,28150.66,4.5,Non-binary,B2B,Cash,North,85,298,Yes,9,4,49.34,Yes,Supplier 4,0.952,78,94.55,0.5448,583,UPS,Road
ORD2155,22/01/2023,26/01/2023,01/02/2023,Smartphones,SKU1155,Premium,809.32,10.85,721.51,19,0,,13708.69,6230.45,4.5,Non-binary,Direct Sales,Invoice,South,140,14,No,10,6,392.57,Yes,Supplier 5,0.87,372.93,80.22,1.9784,267,FedEx,Air
ORD2156,04/08/2024,06/08/2024,15/08/2024,Smartwatches,SKU1156,Premium,735.98,4.57,702.35,206,20,Damaged in Shipping,144684.1,91907.52,2.5,Male,B2B,Credit Card,South,217,220,Yes,20,9,11.74,Yes,Supplier 3,0.745,256.14,85.47,1.4533,445,DHL,Road
ORD2157,09/04/2024,14/04/2024,20/04/2024,Laptops,SKU1157,Mid-Range,870.95,10.38,780.55,367,17,Wrong Item,286461.85,185173.42,3.7,Non-binary,B2B,Invoice,North,253,330,Yes,9,6,44.14,Yes,Supplier 2,0.587,275.87,19.87,8.0128,651,DHL,Road
ORD2158,02/12/2023,03/12/2023,14/12/2023,Headphones,SKU1158,Budget,41.12,10.65,36.74,232,1,Changed Mind,8523.68,4844.44,4.9,Male,Online,Invoice,South,290,247,No,19,11,13.64,Yes,Supplier 2,0.98,15.8,96.53,0.347,549,FedEx,Road
ORD2159,07/08/2022,11/08/2022,20/08/2022,Smartwatches,SKU1159,Budget,105.97,3.67,102.08,215,27,Wrong Item,21947.2,13681.26,2.1,Unknown,B2B,Credit Card,West,237,186,No,24,9,530.24,Yes,Supplier 5,0.536,35.98,46.6,5.34,675,FedEx,Air
ORD2160,05/09/2024,09/09/2024,12/09/2024,Headphones,SKU1160,Mid-Range,156.68,4.6,149.47,357,47,Changed Mind,53360.79,34855.54,2,Non-binary,Direct Sales,Digital Wallet,Central,201,440,Yes,21,3,80.48,Yes,Supplier 1,0.517,51.61,44.55,5.5446,586,DHL,Sea
ORD2161,28/10/2022,01/11/2022,14/11/2022,Smartwatches,SKU1161,Mid-Range,293.82,5.59,277.4,184,19,Defective,51041.6,27345.21,2.9,Male,Wholesale,Bank Transfer,North,118,104,No,4,13,252.95,No,Supplier 5,0.478,127.41,19.97,8.0027,972,FedEx,Air
ORD2162,26/07/2023,29/07/2023,09/08/2023,Headphones,SKU1162,Mid-Range,113.85,13.89,98.04,186,0,,18235.44,7321.56,5,Female,Retail Store,Digital Wallet,East,182,124,No,13,11,635.52,Yes,Supplier 4,0.959,55.26,90.66,0.9336,387,FedEx,Air
ORD2163,11/04/2024,14/04/2024,19/04/2024,Smartphones,SKU1163,Premium,1107.2,8.42,1013.97,299,12,Defective,303177.03,125793.37,4.1,Non-binary,Wholesale,Cash,North,85,199,Yes,17,5,34.8,Yes,Supplier 4,0.565,593.14,10.55,8.9449,473,UPS,Road
ORD2164,12/01/2024,17/01/2024,30/01/2024,Headphones,SKU1164,Mid-Range,179.29,7.82,165.27,213,4,Wrong Item,35202.51,18561.83,4.4,Unknown,B2B,Credit Card,East,195,128,No,5,13,648.64,No,Supplier 3,0.697,75.08,33.88,6.6117,804,UPS,Air
ORD2165,18/11/2024,21/11/2024,28/11/2024,Laptops,SKU1165,Premium,1705.83,6.47,1595.46,240,0,,382910.4,179751.22,5,Male,Wholesale,Invoice,North,71,224,Yes,14,7,95.18,Yes,Supplier 5,0.888,846.1,73.03,2.6971,979,DHL,Sea
ORD2166,06/10/2023,10/10/2023,11/10/2023,Smartphones,SKU1166,Budget,190.52,3.06,184.69,69,3,Not as Described,12743.61,7685.94,4,Unknown,Online,Digital Wallet,North,276,76,No,24,1,8.94,Yes,Supplier 4,0.724,73.17,53.03,4.697,363,UPS,Road
ORD2167,25/03/2022,28/03/2022,01/04/2022,Smartphones,SKU1167,Premium,753.54,4.79,717.45,128,11,Defective,91833.6,40012.73,3.1,Unknown,Direct Sales,Credit Card,West,52,38,No,9,4,43.59,Yes,Supplier 4,0.628,404.51,49.34,5.0663,189,FedEx,Road
ORD2168,18/01/2023,21/01/2023,27/01/2023,Headphones,SKU1168,Budget,45.78,11.93,40.32,348,16,Changed Mind,14031.36,7114.82,3.9,Female,Online,Digital Wallet,North,96,81,No,6,6,488.98,Yes,Supplier 2,0.859,18.47,88.13,1.187,582,FedEx,Air
ORD2169,10/07/2024,12/07/2024,13/07/2024,Smartphones,SKU1169,Budget,145.08,8.53,132.7,268,35,Defective,35563.6,23173.45,1.9,Unknown,Online,Bank Transfer,North,218,268,Yes,20,1,19.27,Yes,Supplier 5,0.731,46.16,98.16,0.1837,511,FedEx,Road
ORD2170,08/11/2022,13/11/2022,22/11/2022,Headphones,SKU1170,Mid-Range,148.16,14.75,126.31,254,35,Wrong Item,32082.74,14175.66,2,Non-binary,Wholesale,Bank Transfer,South,172,288,Yes,22,9,152.48,Yes,Supplier 4,0.721,69.9,99.9,0.0105,1045,FedEx,Sea
ORD2171,02/05/2023,04/05/2023,14/05/2023,Tablets,SKU1171,Mid-Range,350.31,9.11,318.4,247,3,Changed Mind,78644.8,46270.28,5,Male,B2B,Digital Wallet,East,22,148,Yes,4,10,155.84,No,Supplier 5,0.782,130.44,52.18,4.7819,402,Blue Dart,Sea
ORD2172,13/09/2024,18/09/2024,21/09/2024,Headphones,SKU1172,Mid-Range,145.02,3.68,139.68,52,4,Wrong Item,7263.36,4167.45,3.3,Unknown,B2B,Cash,Central,167,5,No,3,3,80.95,Yes,Supplier 1,0.812,57.98,95.62,0.4384,277,DHL,Sea
ORD2173,15/10/2024,16/10/2024,23/10/2024,Smartphones,SKU1173,Budget,103.11,9.63,93.18,41,6,Not as Described,3820.38,1973.18,1.7,Female,Retail Store,Invoice,West,143,29,No,10,7,26.39,Yes,Supplier 3,0.432,44.41,28.19,7.1813,923,FedEx,Road
ORD2174,02/08/2024,05/08/2024,10/08/2024,Laptops,SKU1174,Mid-Range,1070.33,7.52,989.84,18,0,,17817.12,11020.07,5,Unknown,Online,Digital Wallet,North,204,20,No,18,5,81.25,Yes,Supplier 3,0.776,373.1,44.85,5.5151,234,UPS,Sea
ORD2175,28/04/2024,02/05/2024,13/05/2024,Laptops,SKU1175,Budget,372.84,1.71,366.46,207,19,Defective,75857.22,39127.98,2.7,Non-binary,Wholesale,Invoice,North,71,97,Yes,6,11,168.9,No,Supplier 5,0.693,176.62,70.21,2.9786,845,UPS,Sea
ORD2176,02/04/2022,04/04/2022,14/04/2022,Smartwatches,SKU1176,Mid-Range,323.14,1.68,317.71,325,21,Defective,103255.75,60785.4,3.7,Male,Wholesale,Digital Wallet,South,241,184,No,16,10,464.1,Yes,Supplier 1,0.562,129.25,23.2,7.6797,973,FedEx,Air
ORD2177,23/02/2024,26/02/2024,29/02/2024,Tablets,SKU1177,Mid-Range,433.21,13.14,376.29,420,7,Not as Described,158041.8,65145,4.5,Non-binary,Direct Sales,Credit Card,East,28,378,Yes,13,3,26.4,Yes,Supplier 2,0.747,221.12,44.95,5.5051,884,UPS,Road
ORD2178,26/04/2022,30/04/2022,04/05/2022,Tablets,SKU1178,Premium,1038.42,5.53,981,122,4,Damaged in Shipping,119682,49944.03,4.6,Unknown,Direct Sales,Bank Transfer,West,272,77,No,5,4,112.57,Yes,Supplier 1,0.672,570.7,32.7,6.73,861,UPS,Sea
ORD2179,14/01/2024,16/01/2024,19/01/2024,Tablets,SKU1179,Mid-Range,496.83,2.06,486.6,409,25,Changed Mind,199019.4,128175.31,3.8,Non-binary,Retail Store,Digital Wallet,North,30,572,Yes,24,3,87.09,Yes,Supplier 3,0.687,173,51.92,4.8078,1051,FedEx,Sea
ORD2180,24/08/2022,27/08/2022,01/09/2022,Tablets,SKU1180,Premium,806.34,10.07,725.14,123,18,Not as Described,89192.22,43237.43,1.8,Female,Retail Store,Invoice,Central,200,94,No,9,5,79.48,Yes,Supplier 5,0.641,372.97,82.49,1.7509,838,USPS,Road
ORD2181,29/05/2022,01/06/2022,04/06/2022,Smartwatches,SKU1181,Mid-Range,197.69,0.82,196.07,410,12,Wrong Item,80388.7,43268.31,4.5,Female,Retail Store,Credit Card,Central,86,396,Yes,11,3,158.89,Yes,Supplier 5,0.593,90.15,12.34,8.7656,521,UPS,Sea
ORD2182,24/08/2023,29/08/2023,06/09/2023,Smartphones,SKU1182,Mid-Range,511.37,5.34,484.06,47,3,Not as Described,22750.82,14977.47,3.2,Non-binary,Direct Sales,Bank Transfer,East,22,33,Yes,5,8,266.04,No,Supplier 3,0.632,159.73,43.98,5.6015,782,FedEx,Air
ORD2183,21/05/2022,24/05/2022,31/05/2022,Smartwatches,SKU1183,Premium,667.71,7.88,615.09,51,6,Defective,31369.59,14638.26,2.5,Unknown,Direct Sales,Invoice,West,224,60,No,21,7,35.46,Yes,Supplier 4,0.489,327.37,28.95,7.105,289,OnTrac,Road
ORD2184,29/04/2024,04/05/2024,10/05/2024,Laptops,SKU1184,Mid-Range,611.38,9.41,553.85,188,28,Not as Described,104123.8,43206.41,1.4,Male,Wholesale,Bank Transfer,West,264,232,No,20,6,283.63,Yes,Supplier 5,0.652,322.52,86.14,1.386,907,FedEx,Air
ORD2185,05/05/2024,08/05/2024,14/05/2024,Smartwatches,SKU1185,Mid-Range,207.14,2.93,201.07,307,15,Defective,61728.49,37144.35,3.6,Non-binary,Wholesale,Bank Transfer,Central,45,338,Yes,18,6,54.84,Yes,Supplier 1,0.625,79.9,31.09,6.8912,370,USPS,Road
ORD2186,02/01/2023,05/01/2023,07/01/2023,Headphones,SKU1186,Premium,363.57,14.91,309.36,178,23,Wrong Item,55066.08,24798.16,2.1,Female,Online,Bank Transfer,West,126,136,Yes,14,2,250,Yes,Supplier 4,0.464,168.64,31.18,6.8818,320,UPS,Air
ORD2187,12/01/2024,14/01/2024,21/01/2024,Smartphones,SKU1187,Budget,160.98,4.81,153.24,431,34,Defective,66046.44,28075.32,3.2,Unknown,B2B,Invoice,North,30,474,Yes,21,7,250,Yes,Supplier 3,0.488,87.52,11.71,8.8288,485,FedEx,Air
ORD2188,25/03/2024,28/03/2024,03/04/2024,Headphones,SKU1188,Mid-Range,146.18,5.73,137.8,375,24,Defective,51675,28696.36,3.7,Non-binary,Direct Sales,Bank Transfer,Central,207,275,Yes,6,6,99.89,Yes,Supplier 2,0.522,61.01,12.46,8.7536,744,UPS,Sea
